area,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,waterlogging,historical_flood,elevation,drainage_efficiency,urban_density,slope,previous_risk,risk_score_24h,risk_label_24h
Saidapet,69,97,40,84,134,72,7,65,43,47,30,16,82.94,SEVERE
Saidapet,51,66,134,157,182,11,55,25,80,70,6,80,87.94,SEVERE
Saidapet,84,97,159,162,242,19,59,27,49,54,8,45,100.0,SEVERE
Saidapet,37,63,111,91,164,69,24,48,73,71,11,54,81.06,SEVERE
Saidapet,55,88,81,115,237,40,59,16,89,75,27,58,100.0,SEVERE
Saidapet,66,105,53,193,226,19,10,57,83,63,23,89,100.0,SEVERE
Saidapet,89,48,103,125,164,32,67,56,35,68,3,27,91.51,SEVERE
Saidapet,59,108,138,184,202,52,63,26,86,50,31,80,90.75,SEVERE
Saidapet,89,77,84,199,162,20,24,56,54,53,28,19,81.54,SEVERE
Saidapet,13,58,166,209,234,37,6,66,47,84,5,63,100.0,SEVERE
Saidapet,18,60,178,116,191,23,72,25,62,92,23,47,95.98,SEVERE
Saidapet,77,41,130,132,124,70,36,26,59,85,30,60,79.79,SEVERE
Saidapet,31,45,105,157,189,23,78,32,85,83,34,60,100.0,SEVERE
Saidapet,41,105,90,59,109,60,62,78,90,71,20,74,68.52,HIGH
Saidapet,47,98,151,161,191,68,58,22,41,84,22,29,99.78,SEVERE
Saidapet,60,42,171,90,146,82,52,23,26,61,24,67,100.0,SEVERE
Saidapet,66,35,44,132,174,30,21,22,45,40,2,39,92.28,SEVERE
Saidapet,56,23,124,155,174,63,80,10,32,59,24,79,95.68,SEVERE
Saidapet,42,61,43,129,162,27,76,65,42,94,5,82,84.15,SEVERE
Saidapet,62,51,150,77,108,36,19,29,65,77,20,25,60.24,HIGH
Saidapet,30,30,100,51,128,82,26,57,56,61,23,57,73.89,HIGH
Saidapet,83,36,174,130,259,40,56,51,45,53,19,63,100.0,SEVERE
Saidapet,61,36,171,57,190,47,65,63,71,79,29,66,99.41,SEVERE
Saidapet,26,43,123,140,75,27,96,59,76,51,4,33,59.42,HIGH
Saidapet,72,68,106,152,251,47,59,73,47,90,19,80,100.0,SEVERE
Saidapet,35,83,82,153,217,46,42,29,74,75,19,12,100.0,SEVERE
Saidapet,78,105,44,57,216,54,30,51,37,51,14,81,95.69,SEVERE
Saidapet,54,108,172,179,85,30,21,16,33,58,20,41,49.46,MODERATE
Saidapet,22,119,121,89,221,80,96,16,67,98,28,28,100.0,SEVERE
Saidapet,49,75,146,70,167,79,54,25,24,72,25,53,92.63,SEVERE
Saidapet,50,25,115,78,204,23,90,27,52,48,8,83,100.0,SEVERE
Saidapet,88,82,41,110,137,33,24,42,48,57,15,37,67.44,HIGH
Saidapet,85,70,121,217,182,28,39,41,55,48,5,37,93.35,SEVERE
Saidapet,77,37,95,148,146,45,35,8,84,95,4,43,81.93,SEVERE
Saidapet,88,61,143,209,226,34,81,35,21,85,29,37,100.0,SEVERE
Saidapet,19,119,38,144,62,68,90,53,65,89,34,78,66.26,HIGH
Saidapet,75,49,132,53,235,62,74,66,36,67,30,23,100.0,SEVERE
Saidapet,56,70,134,192,129,24,42,50,76,85,13,84,68.6,HIGH
Saidapet,11,112,61,152,222,75,94,9,50,70,24,59,100.0,SEVERE
Saidapet,18,63,72,144,219,56,58,8,68,66,6,27,100.0,SEVERE
Saidapet,50,117,61,100,246,24,65,21,44,68,13,79,100.0,SEVERE
Saidapet,52,25,68,56,231,29,34,68,73,77,3,55,97.11,SEVERE
Saidapet,69,112,72,106,124,80,7,72,78,69,21,81,74.2,HIGH
Saidapet,14,85,56,64,256,50,65,21,27,43,13,10,100.0,SEVERE
Saidapet,52,78,79,127,75,35,97,79,56,96,18,20,60.17,HIGH
Saidapet,58,84,79,174,160,41,29,60,38,47,31,36,75.39,SEVERE
Saidapet,77,82,137,192,248,13,74,18,86,42,10,25,100.0,SEVERE
Saidapet,11,70,175,139,149,65,55,33,64,40,10,63,95.57,SEVERE
Saidapet,19,106,82,53,205,55,45,72,43,74,26,58,100.0,SEVERE
Saidapet,69,32,58,164,83,84,10,78,70,66,10,37,61.67,HIGH
Saidapet,26,74,178,93,198,24,83,17,42,67,14,23,100.0,SEVERE
Saidapet,88,25,83,208,91,16,74,10,87,67,30,29,75.76,SEVERE
Saidapet,70,111,81,118,175,48,24,33,65,42,13,33,94.31,SEVERE
Saidapet,49,30,85,145,234,18,43,12,52,68,28,45,100.0,SEVERE
Saidapet,14,20,86,82,78,30,97,65,21,94,8,42,73.08,HIGH
Saidapet,70,91,121,156,205,25,39,13,72,66,23,55,94.5,SEVERE
Saidapet,87,49,50,102,240,32,98,39,84,79,3,50,100.0,SEVERE
Saidapet,53,30,136,189,78,50,65,9,49,55,3,74,70.62,HIGH
Saidapet,56,107,179,152,130,45,82,36,58,51,34,62,80.05,SEVERE
Saidapet,42,35,161,200,226,41,25,8,74,59,31,79,100.0,SEVERE
Saidapet,21,69,103,212,191,84,59,66,83,91,15,40,100.0,SEVERE
Saidapet,83,77,169,172,208,25,56,59,77,97,12,34,81.56,SEVERE
Saidapet,24,57,172,83,216,19,17,63,65,73,30,34,77.08,SEVERE
Saidapet,69,53,126,126,168,83,39,55,90,85,34,56,86.19,SEVERE
Saidapet,61,44,80,94,226,17,73,46,25,76,26,68,100.0,SEVERE
Saidapet,23,21,87,157,67,94,58,27,92,51,33,32,68.47,HIGH
Saidapet,89,45,176,108,117,64,69,30,30,63,19,13,87.06,SEVERE
Saidapet,12,60,145,105,158,17,79,52,83,91,13,13,80.26,SEVERE
Saidapet,52,34,168,152,110,88,76,37,30,60,21,71,81.06,SEVERE
Saidapet,32,44,99,77,140,40,28,63,44,81,25,63,77.4,SEVERE
Saidapet,28,47,161,107,199,13,61,70,73,74,30,33,99.21,SEVERE
Saidapet,65,92,143,177,85,66,76,20,55,94,15,70,77.22,SEVERE
Saidapet,60,85,148,203,119,88,62,49,44,65,23,39,83.25,SEVERE
Saidapet,43,84,39,63,229,22,79,72,56,93,16,86,100.0,SEVERE
Saidapet,41,98,41,190,64,36,59,15,56,99,29,12,67.0,HIGH
Saidapet,15,85,110,165,119,31,73,59,32,52,21,76,87.46,SEVERE
Saidapet,74,89,165,183,250,26,27,22,24,86,23,16,100.0,SEVERE
Saidapet,42,65,76,208,102,57,43,34,81,98,2,47,76.89,SEVERE
Saidapet,59,61,79,103,119,37,37,56,27,42,19,64,60.45,HIGH
Saidapet,59,58,141,74,84,56,39,59,57,61,7,23,54.16,MODERATE
Saidapet,50,101,165,95,81,75,68,29,64,51,25,68,87.25,SEVERE
Saidapet,36,23,53,213,151,22,4,31,93,63,34,49,60.92,HIGH
Saidapet,12,20,168,208,86,64,92,76,42,89,23,84,92.11,SEVERE
Saidapet,11,55,36,125,222,65,31,37,47,83,10,17,100.0,SEVERE
Saidapet,48,40,41,210,212,23,7,14,48,88,7,75,100.0,SEVERE
Saidapet,32,116,103,95,108,80,40,31,75,72,23,45,75.99,SEVERE
Saidapet,13,77,109,177,238,24,95,74,66,71,7,24,100.0,SEVERE
Saidapet,44,39,54,60,188,68,63,13,23,46,26,69,100.0,SEVERE
Saidapet,35,100,55,185,152,22,93,43,70,45,14,60,80.87,SEVERE
Saidapet,58,114,149,85,242,68,5,14,89,52,5,46,100.0,SEVERE
Saidapet,62,119,145,54,77,10,39,31,90,61,3,80,46.81,MODERATE
Saidapet,71,108,153,74,185,45,62,60,57,58,32,63,100.0,SEVERE
Saidapet,77,52,101,196,130,31,91,77,43,58,9,11,80.45,SEVERE
Saidapet,77,37,127,136,182,19,46,51,45,92,19,39,89.83,SEVERE
Saidapet,48,60,161,183,91,60,45,12,69,72,4,47,81.36,SEVERE
Saidapet,38,31,64,216,184,24,48,19,53,48,22,55,80.78,SEVERE
Saidapet,32,44,66,123,150,67,5,26,83,94,32,34,89.13,SEVERE
Saidapet,68,54,103,193,222,54,83,31,51,90,14,70,100.0,SEVERE
Saidapet,27,80,104,112,208,10,9,77,69,72,2,57,97.64,SEVERE
Saidapet,13,75,118,99,70,92,70,51,77,80,6,46,69.57,HIGH
Saidapet,87,26,82,109,183,24,22,54,41,92,30,34,84.35,SEVERE
Saidapet,37,87,77,75,111,89,25,32,67,46,10,23,65.03,HIGH
Saidapet,70,44,124,162,233,23,73,19,62,92,4,21,100.0,SEVERE
Saidapet,64,70,85,196,229,37,0,14,28,98,21,64,96.9,SEVERE
Saidapet,67,95,102,168,168,42,59,29,91,83,26,67,81.94,SEVERE
Saidapet,26,76,45,100,174,51,94,51,50,65,22,73,100.0,SEVERE
Saidapet,55,20,167,146,108,63,67,73,22,64,7,55,96.03,SEVERE
Saidapet,88,73,94,61,117,86,45,73,59,72,16,54,84.81,SEVERE
Saidapet,48,79,114,122,118,70,60,8,53,82,27,32,80.28,SEVERE
Saidapet,45,82,161,88,90,47,8,67,92,76,34,15,42.69,MODERATE
Guindy,32,51,114,159,92,62,92,5,85,76,13,68,80.72,SEVERE
Guindy,16,25,128,101,107,45,72,18,92,65,6,15,60.01,HIGH
Guindy,43,86,109,94,81,70,49,8,33,73,7,41,77.73,SEVERE
Guindy,60,98,42,113,113,62,82,22,77,74,29,16,75.52,SEVERE
Guindy,32,38,177,200,86,47,73,49,34,61,14,33,76.76,SEVERE
Guindy,66,111,150,185,91,21,78,61,75,65,19,11,58.02,HIGH
Guindy,20,33,41,85,258,69,94,24,64,93,13,62,100.0,SEVERE
Guindy,87,81,119,197,196,40,63,46,37,70,22,82,100.0,SEVERE
Guindy,89,77,76,178,136,41,83,70,59,62,30,23,74.2,HIGH
Guindy,78,62,155,52,211,15,64,19,92,86,5,81,100.0,SEVERE
Guindy,16,30,69,140,168,82,16,61,20,57,7,19,99.36,SEVERE
Guindy,63,105,120,59,129,80,4,12,82,43,33,70,76.75,SEVERE
Guindy,17,61,152,203,149,81,77,9,66,76,19,71,100.0,SEVERE
Guindy,35,118,174,166,188,18,40,19,58,89,9,89,87.7,SEVERE
Guindy,87,30,141,179,126,15,30,10,70,93,34,74,71.43,HIGH
Guindy,71,85,179,104,142,87,31,27,31,56,21,80,89.65,SEVERE
Guindy,71,109,143,76,157,90,90,50,92,80,4,83,100.0,SEVERE
Guindy,29,91,39,158,232,76,30,72,47,80,18,15,100.0,SEVERE
Guindy,84,115,94,214,69,92,23,7,76,62,11,70,65.41,HIGH
Guindy,25,28,82,153,104,22,74,41,52,54,2,14,77.51,SEVERE
Guindy,29,111,84,176,128,89,82,40,71,64,33,38,74.67,HIGH
Guindy,61,55,155,176,223,78,15,70,83,54,34,52,100.0,SEVERE
Guindy,39,23,135,170,193,56,36,59,85,45,14,89,100.0,SEVERE
Guindy,24,66,53,197,163,30,9,60,80,92,34,75,67.22,HIGH
Guindy,89,66,144,189,83,68,33,14,32,46,31,71,71.38,HIGH
Guindy,62,71,122,204,163,66,57,34,86,64,28,58,91.06,SEVERE
Guindy,68,76,124,136,127,71,87,57,77,89,14,15,86.39,SEVERE
Guindy,75,71,147,62,188,67,50,58,56,71,21,73,100.0,SEVERE
Guindy,43,40,83,109,122,44,50,57,42,90,17,67,94.0,SEVERE
Guindy,46,56,106,76,154,68,72,23,45,71,19,73,100.0,SEVERE
Guindy,80,49,154,106,126,65,62,46,37,45,31,79,85.89,SEVERE
Guindy,80,67,45,83,114,42,93,29,65,56,23,55,83.57,SEVERE
Guindy,18,108,137,210,235,28,70,12,92,87,24,89,100.0,SEVERE
Guindy,18,22,174,92,145,13,62,66,83,74,23,51,81.22,SEVERE
Guindy,84,45,103,152,174,12,28,53,72,84,34,63,90.78,SEVERE
Guindy,39,102,102,171,84,20,21,19,65,78,20,33,38.31,MODERATE
Guindy,47,35,46,78,82,50,54,50,52,50,2,66,71.35,HIGH
Guindy,26,51,66,87,158,76,71,76,46,69,14,13,95.7,SEVERE
Guindy,48,35,142,193,252,17,11,77,83,75,12,51,93.86,SEVERE
Guindy,52,22,136,182,119,19,14,68,53,71,33,14,75.94,SEVERE
Guindy,53,22,136,73,216,77,82,39,40,92,20,60,100.0,SEVERE
Guindy,56,49,146,72,203,91,56,12,61,71,20,31,100.0,SEVERE
Guindy,54,79,128,185,236,76,79,70,38,57,19,47,100.0,SEVERE
Guindy,21,94,154,101,122,57,47,17,57,89,26,75,83.87,SEVERE
Guindy,29,24,51,218,188,31,85,28,64,54,5,31,100.0,SEVERE
Guindy,11,43,117,116,187,65,96,67,37,81,22,57,100.0,SEVERE
Guindy,40,101,164,56,154,32,16,9,60,80,19,39,82.91,SEVERE
Guindy,82,54,69,127,161,48,83,8,59,65,8,61,100.0,SEVERE
Guindy,16,27,96,163,122,36,86,6,25,49,34,49,90.22,SEVERE
Guindy,87,89,67,90,74,75,13,26,46,77,22,73,68.1,HIGH
Guindy,41,24,141,141,155,94,17,77,71,53,24,70,77.65,SEVERE
Guindy,76,36,36,163,241,52,13,45,38,89,22,36,100.0,SEVERE
Guindy,64,56,117,57,140,42,53,76,91,68,23,18,61.56,HIGH
Guindy,64,116,102,204,255,58,9,33,77,74,32,75,100.0,SEVERE
Guindy,38,101,108,127,74,20,59,47,61,49,18,14,39.35,MODERATE
Guindy,59,85,177,195,135,76,9,69,48,85,34,66,84.72,SEVERE
Guindy,23,82,113,70,203,14,99,16,53,89,18,69,100.0,SEVERE
Guindy,47,117,109,201,206,21,64,70,29,90,5,79,100.0,SEVERE
Guindy,68,31,117,207,101,24,42,32,23,67,10,19,65.67,HIGH
Guindy,83,119,88,199,152,87,17,26,75,53,29,44,89.42,SEVERE
Guindy,73,20,143,182,224,94,78,44,54,63,29,41,100.0,SEVERE
Guindy,35,46,98,135,203,46,15,45,24,90,27,28,100.0,SEVERE
Guindy,39,23,170,72,191,58,23,65,28,93,26,60,100.0,SEVERE
Guindy,32,35,169,118,225,38,95,70,43,69,28,28,100.0,SEVERE
Guindy,57,33,83,206,75,14,42,5,22,50,5,74,59.59,HIGH
Guindy,66,82,129,110,237,15,10,69,25,51,7,12,100.0,SEVERE
Guindy,62,28,171,66,197,78,52,41,28,54,30,37,100.0,SEVERE
Guindy,64,26,42,69,70,62,13,50,33,98,25,39,57.43,HIGH
Guindy,14,73,38,158,136,21,53,46,75,51,20,77,84.41,SEVERE
Guindy,67,62,163,214,107,93,0,14,23,62,32,58,73.83,HIGH
Guindy,51,58,104,94,100,90,55,35,25,85,17,40,86.36,SEVERE
Guindy,52,106,102,50,105,14,50,32,29,81,7,37,63.86,HIGH
Guindy,29,51,108,91,254,10,94,45,22,46,5,32,100.0,SEVERE
Guindy,34,92,77,94,115,37,83,23,40,97,23,25,80.15,SEVERE
Guindy,22,64,135,82,210,23,78,12,54,78,10,58,100.0,SEVERE
Guindy,41,97,141,105,206,88,81,59,77,88,11,67,100.0,SEVERE
Guindy,84,48,157,121,101,18,54,38,58,42,10,10,53.02,MODERATE
Guindy,22,88,35,145,244,38,19,47,40,93,30,62,100.0,SEVERE
Guindy,68,66,175,108,61,69,66,78,49,65,20,41,59.35,HIGH
Guindy,72,62,67,218,165,70,59,31,92,62,34,44,89.05,SEVERE
Guindy,87,72,91,187,183,66,68,19,26,83,2,67,100.0,SEVERE
Guindy,66,82,148,153,69,81,21,15,85,51,19,48,64.46,HIGH
Guindy,18,61,103,183,181,22,97,39,92,99,3,50,100.0,SEVERE
Guindy,33,34,157,165,137,43,7,26,89,41,6,77,70.64,HIGH
Guindy,49,94,85,114,186,60,90,23,40,49,23,52,100.0,SEVERE
Guindy,40,39,113,124,141,47,91,21,40,73,3,21,93.5,SEVERE
Guindy,62,31,158,132,91,36,22,38,55,66,17,82,45.36,MODERATE
Guindy,87,101,153,88,147,39,9,10,66,65,29,63,91.24,SEVERE
Guindy,49,76,175,158,64,25,42,7,32,87,6,23,65.76,HIGH
Guindy,30,113,126,213,130,62,23,33,33,89,8,26,78.14,SEVERE
Guindy,35,55,77,205,176,88,98,53,81,46,33,48,100.0,SEVERE
Guindy,17,108,100,73,191,14,45,57,74,67,14,77,79.71,SEVERE
Guindy,22,100,103,56,93,12,81,39,25,53,22,57,68.47,HIGH
Guindy,15,23,92,173,192,27,65,54,34,84,15,14,98.13,SEVERE
Guindy,65,46,144,116,152,17,99,67,34,73,27,50,83.71,SEVERE
Guindy,31,53,88,201,160,71,90,74,84,94,33,89,100.0,SEVERE
Guindy,19,99,80,186,246,64,76,25,52,97,28,26,100.0,SEVERE
Guindy,37,92,157,65,75,68,44,68,25,60,3,66,68.14,HIGH
Guindy,35,104,41,211,237,22,13,56,20,70,4,52,100.0,SEVERE
Guindy,80,68,128,152,256,29,23,33,75,91,11,18,93.64,SEVERE
Guindy,39,38,158,193,209,59,26,35,25,54,16,44,100.0,SEVERE
Guindy,31,70,102,129,229,73,86,33,39,65,20,36,100.0,SEVERE
Guindy,56,91,111,198,259,86,9,71,45,67,15,32,100.0,SEVERE
Guindy,87,115,95,173,160,52,73,56,88,86,22,83,92.23,SEVERE
Guindy,41,63,148,96,236,52,34,29,51,96,5,50,100.0,SEVERE
Guindy,55,54,54,158,243,54,43,14,90,92,31,38,100.0,SEVERE
Guindy,28,40,90,144,84,69,45,71,40,43,12,87,79.83,SEVERE
Guindy,77,48,128,84,132,35,67,70,38,57,29,47,76.11,SEVERE
Guindy,21,107,87,161,146,74,61,17,34,92,19,32,97.96,SEVERE
Guindy,83,117,92,84,143,21,54,51,93,59,8,20,84.61,SEVERE
Guindy,15,95,101,184,152,23,2,46,60,88,30,22,80.71,SEVERE
Guindy,18,20,46,139,90,26,11,59,67,97,5,26,50.0,MODERATE
Guindy,20,41,96,53,139,74,52,37,56,96,19,52,93.7,SEVERE
Guindy,17,64,81,84,83,84,61,56,28,60,22,52,82.44,SEVERE
Guindy,43,98,72,63,242,11,28,13,37,63,6,47,100.0,SEVERE
Guindy,84,61,120,125,123,19,59,73,59,75,23,41,70.47,HIGH
Guindy,79,51,161,195,108,58,74,42,72,94,22,77,86.46,SEVERE
Guindy,78,42,37,76,109,68,50,40,20,81,14,70,79.78,SEVERE
Guindy,14,48,168,133,147,33,26,55,93,84,26,47,62.65,HIGH
Guindy,74,71,48,171,244,29,15,60,44,82,25,31,98.42,SEVERE
Guindy,42,105,86,92,232,72,61,76,78,91,28,42,100.0,SEVERE
Guindy,71,119,133,146,175,19,0,8,87,87,10,43,91.03,SEVERE
Guindy,43,54,135,178,79,49,99,70,79,84,2,87,70.86,HIGH
Guindy,82,45,37,162,151,11,27,79,47,55,23,63,82.82,SEVERE
Guindy,56,36,82,194,77,11,65,38,38,68,8,39,45.67,MODERATE
Guindy,63,111,44,105,112,59,53,70,88,86,8,13,75.02,SEVERE
Guindy,30,24,133,150,237,58,76,63,20,48,27,24,100.0,SEVERE
Guindy,26,34,36,129,187,72,90,53,76,52,13,34,100.0,SEVERE
Guindy,29,64,86,57,240,28,10,30,30,99,8,34,100.0,SEVERE
Guindy,11,71,68,64,118,33,42,79,43,82,27,14,83.37,SEVERE
Guindy,50,37,102,70,249,59,3,42,89,84,11,81,96.87,SEVERE
Guindy,22,112,138,138,193,32,7,68,92,42,3,54,71.67,HIGH
Guindy,85,47,77,196,131,30,8,67,89,44,28,22,58.0,HIGH
Guindy,44,105,136,74,176,84,66,22,29,67,17,38,99.88,SEVERE
Guindy,52,114,121,124,246,68,71,48,77,70,22,59,100.0,SEVERE
Guindy,33,89,39,140,239,64,26,50,46,65,9,59,100.0,SEVERE
Guindy,85,95,95,214,62,91,35,66,91,76,22,69,59.78,HIGH
Guindy,37,67,142,93,172,10,3,77,83,91,12,51,72.95,HIGH
Guindy,69,89,94,123,121,78,98,79,77,60,27,29,83.32,SEVERE
Guindy,42,29,46,116,170,11,84,13,94,56,14,22,90.35,SEVERE
Guindy,16,30,123,197,81,28,54,13,42,40,18,67,62.83,HIGH
Guindy,43,70,59,68,96,93,72,14,42,64,7,78,95.28,SEVERE
Guindy,11,46,119,187,127,33,24,5,21,65,22,11,77.22,SEVERE
Guindy,89,84,110,149,134,27,37,57,69,80,22,14,70.66,HIGH
Guindy,61,77,67,184,150,32,48,14,89,82,12,73,83.83,SEVERE
Guindy,62,22,137,189,178,27,74,30,75,77,5,17,86.89,SEVERE
Guindy,33,22,171,205,94,36,74,54,63,99,22,63,67.92,HIGH
Guindy,33,72,168,114,86,60,78,76,60,87,10,43,64.36,HIGH
Guindy,67,108,82,73,225,82,93,24,73,82,28,74,100.0,SEVERE
Guindy,16,39,163,193,62,41,24,29,67,70,17,44,46.41,MODERATE
Guindy,13,33,84,124,259,85,64,7,27,67,21,62,100.0,SEVERE
Guindy,49,79,40,190,168,28,31,31,22,96,28,80,100.0,SEVERE
Guindy,46,67,120,126,214,14,19,71,86,89,14,46,92.71,SEVERE
Guindy,68,54,104,70,159,71,57,46,88,54,11,59,78.86,SEVERE
Guindy,14,32,84,127,238,52,43,17,52,71,21,58,100.0,SEVERE
Guindy,22,35,124,195,236,36,7,52,22,77,14,77,89.27,SEVERE
Guindy,42,104,111,156,132,48,84,34,21,62,14,43,92.64,SEVERE
Guindy,35,62,39,116,124,12,25,25,30,85,4,56,76.71,SEVERE
Guindy,53,74,145,195,102,77,46,12,65,98,6,11,66.44,HIGH
Guindy,27,99,92,106,117,60,13,32,42,43,27,10,74.16,HIGH
Guindy,38,29,88,153,77,54,77,39,28,81,8,11,75.67,SEVERE
Guindy,12,97,121,204,156,47,84,11,47,87,11,80,100.0,SEVERE
Guindy,81,44,175,57,113,60,59,73,91,80,23,35,70.89,HIGH
Guindy,11,103,87,130,157,79,26,34,22,60,4,56,100.0,SEVERE
Guindy,82,117,42,137,165,42,83,34,24,72,8,38,92.57,SEVERE
Guindy,32,58,44,115,176,62,29,9,63,79,4,50,100.0,SEVERE
Guindy,61,91,138,178,108,81,34,33,79,59,4,67,69.68,HIGH
Guindy,21,83,63,144,161,75,97,19,28,73,33,22,100.0,SEVERE
Guindy,35,86,77,133,229,42,2,71,40,86,27,52,100.0,SEVERE
Guindy,64,62,158,183,212,24,63,26,25,60,5,18,100.0,SEVERE
Guindy,41,39,146,157,177,26,12,14,21,98,14,62,87.22,SEVERE
Guindy,35,68,102,55,213,58,37,46,75,40,23,78,89.04,SEVERE
Guindy,17,94,143,133,176,62,12,24,79,98,10,42,86.97,SEVERE
Guindy,30,25,69,158,129,93,89,72,74,82,18,89,83.99,SEVERE
Guindy,21,53,72,152,217,16,60,21,25,65,21,26,100.0,SEVERE
Guindy,37,119,155,113,175,70,46,35,44,48,2,36,100.0,SEVERE
Guindy,24,52,121,86,104,19,33,21,82,94,14,16,63.75,HIGH
Guindy,47,72,79,110,116,53,69,8,55,78,24,55,76.76,SEVERE
Guindy,40,76,81,124,84,39,14,21,51,70,33,12,52.93,MODERATE
Guindy,67,87,175,68,253,15,87,53,56,63,5,74,100.0,SEVERE
Guindy,68,115,163,122,200,32,79,50,53,77,11,59,100.0,SEVERE
Guindy,88,26,144,85,104,23,10,14,82,95,21,11,69.97,HIGH
Guindy,51,114,94,111,215,54,71,57,82,59,4,48,100.0,SEVERE
Guindy,31,94,155,187,221,93,66,32,52,84,9,58,100.0,SEVERE
Guindy,43,93,45,177,222,85,92,31,23,79,4,32,100.0,SEVERE
Guindy,58,95,58,184,177,45,46,43,61,60,9,23,90.09,SEVERE
Guindy,51,111,50,102,69,92,70,23,51,83,33,55,73.92,HIGH
Guindy,64,84,41,170,63,86,88,47,68,44,30,31,82.51,SEVERE
Guindy,85,69,108,143,118,60,96,33,77,86,30,67,95.7,SEVERE
Guindy,88,91,156,201,256,60,71,77,48,47,31,60,100.0,SEVERE
Guindy,12,67,73,98,253,56,14,32,38,94,11,38,100.0,SEVERE
Guindy,72,77,98,117,193,18,93,47,37,72,30,23,100.0,SEVERE
Guindy,74,76,141,181,238,40,70,23,83,97,11,54,100.0,SEVERE
Guindy,66,102,161,83,211,76,0,57,66,98,3,87,100.0,SEVERE
Guindy,40,96,179,103,256,63,19,49,80,43,4,10,100.0,SEVERE
Guindy,84,32,45,93,212,87,25,43,78,87,7,77,100.0,SEVERE
Guindy,52,59,163,196,163,73,39,60,26,94,19,57,99.29,SEVERE
Guindy,10,109,143,127,227,78,11,9,39,40,20,52,100.0,SEVERE
Guindy,83,117,120,50,139,71,74,23,81,98,18,40,88.4,SEVERE
Guindy,51,22,40,144,162,93,50,78,80,60,32,48,100.0,SEVERE
Kodambakkam,16,45,131,154,256,86,81,5,65,53,10,26,100.0,SEVERE
Kodambakkam,52,36,107,156,95,18,80,60,39,93,9,84,78.75,SEVERE
Kodambakkam,11,39,93,64,151,29,9,77,93,97,7,40,79.25,SEVERE
Kodambakkam,43,71,105,99,255,93,33,21,59,62,34,44,100.0,SEVERE
Kodambakkam,15,58,80,195,238,21,94,48,43,64,16,23,100.0,SEVERE
Kodambakkam,15,47,55,60,136,42,12,65,86,83,19,85,61.37,HIGH
Kodambakkam,11,90,48,163,216,28,61,27,49,71,10,73,100.0,SEVERE
Kodambakkam,75,42,100,218,139,19,28,76,76,88,10,77,78.38,SEVERE
Kodambakkam,80,40,171,157,206,74,16,60,35,56,5,24,100.0,SEVERE
Kodambakkam,40,67,138,147,167,81,49,62,88,80,3,31,82.71,SEVERE
Kodambakkam,32,53,46,89,216,10,83,30,80,55,29,55,90.49,SEVERE
Kodambakkam,73,47,87,57,250,64,98,47,31,60,16,21,100.0,SEVERE
Kodambakkam,55,78,137,165,72,55,77,65,64,93,21,40,60.53,HIGH
Kodambakkam,80,42,77,160,212,43,64,5,41,97,21,79,100.0,SEVERE
Kodambakkam,87,119,162,103,220,49,84,68,52,58,34,46,100.0,SEVERE
Kodambakkam,84,33,177,121,65,36,46,55,62,48,18,28,65.18,HIGH
Kodambakkam,74,35,122,121,127,70,24,62,50,45,28,78,99.14,SEVERE
Kodambakkam,21,53,85,179,130,71,30,50,35,73,4,68,72.08,HIGH
Kodambakkam,77,77,166,187,88,73,37,69,84,97,16,25,61.34,HIGH
Kodambakkam,89,78,86,126,94,58,42,64,21,95,4,43,66.54,HIGH
Kodambakkam,62,39,106,140,152,11,17,42,39,72,7,68,75.58,SEVERE
Kodambakkam,76,55,55,50,132,19,88,77,93,95,21,36,73.5,HIGH
Kodambakkam,77,63,90,167,134,40,22,10,22,64,34,30,67.72,HIGH
Kodambakkam,34,36,116,162,130,54,47,25,71,73,4,49,83.97,SEVERE
Kodambakkam,34,115,124,72,140,85,25,57,78,81,4,39,71.55,HIGH
Kodambakkam,80,20,113,216,235,61,99,35,65,72,3,13,100.0,SEVERE
Kodambakkam,38,82,118,137,255,76,94,54,93,76,19,75,100.0,SEVERE
Kodambakkam,82,89,165,171,245,33,18,19,38,52,16,25,100.0,SEVERE
Kodambakkam,73,33,109,162,201,18,73,7,37,59,30,25,100.0,SEVERE
Kodambakkam,86,50,48,87,213,26,64,33,77,76,21,72,100.0,SEVERE
Kodambakkam,52,82,154,131,134,81,95,47,27,57,17,66,100.0,SEVERE
Kodambakkam,12,66,136,217,88,84,0,19,83,87,34,58,61.39,HIGH
Kodambakkam,50,71,77,195,131,61,66,45,65,42,12,45,85.23,SEVERE
Kodambakkam,81,91,86,58,211,85,48,67,89,72,8,11,99.68,SEVERE
Kodambakkam,22,25,175,104,125,63,36,73,71,61,10,78,73.41,HIGH
Kodambakkam,37,22,165,90,229,70,23,61,26,63,13,62,100.0,SEVERE
Kodambakkam,48,93,58,172,70,17,72,16,77,47,6,84,60.06,HIGH
Kodambakkam,37,99,171,69,126,58,86,19,34,62,8,31,78.49,SEVERE
Kodambakkam,73,34,112,159,185,93,64,56,22,44,22,82,100.0,SEVERE
Kodambakkam,26,65,143,162,82,84,92,40,45,71,28,46,75.91,SEVERE
Kodambakkam,74,98,146,71,94,43,23,34,61,56,6,42,81.14,SEVERE
Kodambakkam,35,51,119,79,226,83,2,77,21,67,24,36,100.0,SEVERE
